City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,arman,59.7,150.1667,-15.22,84,70,3.7,RU,1681064392
366,itaituba,-4.2761,-55.9836,34.09,52,40,4.12,BR,1681064393
367,kruisfontein,-34.0033,24.7314,14.38,85,81,3.37,ZA,1681064393
368,conde,-7.2597,-34.9075,28.7,70,20,5.14,BR,1681064393
369,caravelas,-17.7125,-39.2481,28.45,70,50,2.35,BR,1681064393
370,dalbandin,28.8947,64.4101,25.26,24,95,2.47,PK,1681064394
371,buraydah,26.326,43.975,25.25,12,23,5.23,SA,1681064394
372,zaysan,47.4667,84.8667,-0.36,48,0,0.95,KZ,1681064394
373,vila franca do campo,37.7167,-25.4333,17.23,84,95,4.36,PT,1681064394
374,istok,42.7808,20.4875,5.79,95,100,1.28,XK,1681064394
375,forest hills,42.9595,-85.4898,19.16,30,20,3.09,US,1681064395
376,souillac,-20.5167,57.5167,25.21,88,75,1.03,MU,1681064395
377,nantucket,41.2835,-70.0995,9.08,47,0,4.63,US,1681064139
378,goundam,16.4145,-3.6708,36.48,15,97,3.19,ML,1681064395
379,pangnirtung,66.1451,-65.7125,-21.0,77,0,2.06,CA,1681064395
380,humberto de campos,-2.5983,-43.4611,28.18,81,63,1.31,BR,1681064396
381,kenora,49.8167,-94.4337,6.54,61,20,7.2,CA,1681064133
382,tiznit,29.5833,-9.5,25.56,16,100,5.13,MA,1681064396
383,kawalu,-7.3817,108.2082,22.12,97,91,0.38,ID,1681064397
384,qasigiannguit,68.8193,-51.1922,-2.86,90,100,2.19,GL,1681064397
385,sioux lookout,50.1001,-91.917,11.04,40,75,8.23,CA,1681064397
386,ife,7.4667,4.5667,24.44,85,97,1.79,NG,1681064398
387,san pedro de macoris,18.4616,-69.2972,31.34,61,15,5.58,DO,1681064398
388,tura,25.5198,90.2201,23.51,33,18,2.06,IN,1681064399
389,bubaque,11.2833,-15.8333,25.51,73,3,10.83,GW,1681064399
390,rock falls,41.7798,-89.689,19.52,23,0,5.14,US,1681064399
391,xining,36.6167,101.7667,7.92,15,14,0.6,CN,1681064399
392,lira,2.235,32.9097,24.55,41,30,3.46,UG,1681064399
393,offa,8.15,4.7167,27.26,66,88,4.62,NG,1681064400
394,upata,8.0086,-62.3989,35.18,28,76,2.77,VE,1681064400
395,northam,51.0333,-4.2167,12.56,80,100,6.67,GB,1681064401
396,santa cruz,-17.8,-63.1667,30.03,48,40,4.63,BO,1681064401
397,chuy,-33.6971,-53.4616,24.37,51,2,4.01,UY,1681064181
398,doha,25.2867,51.5333,24.17,58,0,1.54,QA,1681064115
399,ouadda,8.0777,22.4007,29.51,31,100,1.01,CF,1681064402
400,neiafu,-18.65,-173.9833,27.38,78,20,4.12,TO,1681064403
401,mahbubabad,17.6167,80.0167,29.02,45,39,3.15,IN,1681064404
402,enid,36.3956,-97.8784,23.82,34,0,7.2,US,1681064404
403,emerald,-23.5333,148.1667,17.87,38,0,3.57,AU,1681064405
404,tulum,20.2167,-87.4667,30.63,40,2,3.37,MX,1681064405
405,batemans bay,-35.7167,150.1833,13.94,65,14,3.19,AU,1681064405
406,sibolga,1.7427,98.7792,24.43,89,100,1.55,ID,1681064406
407,port lincoln,-34.7333,135.8667,15.26,74,47,4.01,AU,1681064135
408,lipin bor,60.2622,37.9763,0.68,98,28,2.77,RU,1681064407
409,erzin,36.9559,36.2,16.94,68,100,3.82,TR,1681064407
410,rupert,42.6191,-113.6772,13.97,38,0,0.0,US,1681064408
411,izacic,44.875,15.7819,4.59,97,100,1.74,BA,1681064408
412,ciudad guayana,8.3533,-62.6528,37.33,27,73,3.96,VE,1681064408
413,le vauclin,14.5452,-60.8388,28.03,69,75,7.2,MQ,1681064409
414,wellington,-41.2866,174.7756,17.53,81,20,4.12,NZ,1681063849
415,nuuk,64.1835,-51.7216,-3.66,93,100,12.35,GL,1681064116
416,adrar,20.5022,-10.0711,27.35,31,78,11.52,MR,1681064409
417,kutum,14.2,24.6667,28.94,10,64,2.74,SD,1681064410
418,balabac,7.9868,117.0645,26.5,79,86,2.09,PH,1681064410
419,abha,18.2164,42.5053,18.14,45,0,2.57,SA,1681064410
420,intipuca,13.1969,-88.0544,33.97,32,0,1.96,SV,1681064411
421,bay roberts,47.5999,-53.2648,0.64,47,94,4.47,CA,1681064411
422,payson,40.0444,-111.7321,17.36,43,0,2.57,US,1681064413
423,peterhead,57.5058,-1.7981,7.22,84,98,11.45,GB,1681064413
424,saint george,37.1041,-113.5841,21.91,31,0,1.34,US,1681064413
425,qui nhon,13.7667,109.2333,24.51,91,37,1.73,VN,1681064413
426,pitimbu,-7.4706,-34.8086,29.33,75,100,4.88,BR,1681064414
427,tuatapere,-46.1333,167.6833,9.14,80,100,1.57,NZ,1681064414
428,aklavik,68.2191,-135.0107,-16.0,66,75,1.03,CA,1681064415
429,hualmay,-11.0964,-77.6139,26.46,73,80,4.91,PE,1681064415
430,rancho veloz,22.8806,-80.3917,29.15,51,5,5.05,CU,1681064416
431,colares,38.7992,-9.4469,21.82,37,0,5.66,PT,1681064416
432,nemuro,43.3236,145.575,1.31,75,11,5.98,JP,1681064416
433,muros,42.7762,-9.0603,17.05,75,100,1.23,ES,1681064417
434,turinsk,58.0458,63.696,4.06,72,22,3.43,RU,1681064418
435,norrtalje,59.758,18.705,6.1,95,30,2.74,SE,1681064418
436,campoverde,-8.4753,-74.8058,26.83,52,79,2.32,PE,1681064419
437,yankton,42.8711,-97.3973,20.06,29,75,4.63,US,1681064159
438,biltine,14.5333,20.9167,35.35,8,8,3.49,TD,1681064419
439,mancio lima,-7.6142,-72.8958,25.04,82,100,4.63,BR,1681064420
440,aripuana,-9.1667,-60.6333,28.38,79,92,1.12,BR,1681064420
441,pokrovka,42.3414,78.0056,6.92,72,100,0.21,KG,1681064420
442,faya,18.3851,42.4509,18.29,57,7,0.24,SA,1681064421
443,edson,53.5835,-116.4356,7.08,45,20,2.57,CA,1681064421
444,kaka,37.3482,59.6143,18.99,39,68,3.59,TM,1681064421
445,suluq,31.6682,20.2521,16.25,70,1,7.42,LY,1681064422
446,mareeba,-17.0,145.4333,21.91,89,94,0.45,AU,1681064422
447,mogok,22.9167,96.5,19.7,28,0,0.86,MM,1681064326
448,georgetown,5.4112,100.3354,26.96,88,20,1.03,MY,1681064353
449,buala,-8.145,159.5921,26.42,82,92,1.29,SB,1681064423
450,porgera,-5.4667,143.2,6.57,100,100,0.38,PG,1681064423
451,gavle,60.6745,17.1417,4.1,68,59,2.95,SE,1681064424
452,nchelenge,-9.3451,28.734,21.97,78,80,1.25,ZM,1681064424
453,los llanos de aridane,28.6585,-17.9182,17.86,67,40,6.26,ES,1681064424
454,mezen,65.8522,44.24,-1.77,91,100,3.71,RU,1681064424
455,praia,14.9215,-23.5087,24.3,57,20,10.8,CV,1681064425
456,asgardstrand,59.3489,10.4675,9.77,50,75,3.09,NO,1681064425
457,isla mujeres,21.2311,-86.731,29.03,48,0,3.34,MX,1681064425
458,ekhabi,53.5102,142.9671,-7.58,82,15,4.65,RU,1681064425
459,sovetskaya,44.7769,41.1722,9.73,75,88,2.8,RU,1681064426
460,pyu,18.4833,96.4333,25.63,54,10,2.66,MM,1681064426
461,saint-quentin,49.8333,3.3333,13.05,73,76,3.37,FR,1681064427
462,lasa,46.6166,10.7002,9.49,84,42,2.8,IT,1681064427
463,puerto ayacucho,5.6639,-67.6236,29.45,63,74,0.54,VE,1681064427
464,valentin gomez farias,28.2167,-106.5833,21.77,11,0,1.79,MX,1681064428
465,turukhansk,65.8167,87.9833,-26.0,100,90,2.71,RU,1681064428
466,berlevag,70.8578,29.0864,3.0,87,40,11.32,NO,1681064428
467,tezu,27.9167,96.1667,22.45,46,16,2.02,IN,1681064429
468,vetluzhskiy,58.3902,45.4654,4.69,59,63,1.08,RU,1681064429
469,samoded,63.6083,40.5111,-0.36,90,90,1.91,RU,1681064429
470,alyangula,-13.8483,136.4192,27.09,80,100,3.66,AU,1681064430
471,lubango,-14.9172,13.4925,16.98,80,95,1.86,AO,1681064430
472,acarau,-2.8856,-40.12,27.55,81,98,3.2,BR,1681064430
473,puerto asis,0.5133,-76.5007,31.43,49,97,0.84,CO,1681064430
474,agutaya,11.148,120.9417,27.44,77,88,10.57,PH,1681064431
475,venustiano carranza,19.43,-99.0992,23.97,37,75,4.63,MX,1681064384
476,kattivakkam,13.2167,80.3167,29.48,80,0,2.99,IN,1681064431
477,owensboro,37.7742,-87.1133,20.03,20,0,5.66,US,1681064431
478,yaguajay,22.3272,-79.2378,30.18,48,0,4.83,CU,1681064432
479,tolaga bay,-38.3667,178.3,17.22,94,90,3.82,NZ,1681064432
480,moyo,3.6609,31.7247,25.08,49,76,0.58,UG,1681064433
481,isoka,-10.1606,32.6335,17.38,94,73,0.41,ZM,1681064433
482,kokkola,63.8385,23.1307,3.35,79,0,1.03,FI,1681064433
483,pagudpud,18.5616,120.7868,22.6,88,52,6.5,PH,1681064434
484,vestmannaeyjar,63.4427,-20.2734,6.55,93,100,10.29,IS,1681064434
485,havoysund,70.9963,24.6622,3.13,87,81,8.09,NO,1681064434
486,aykhal,66.0,111.5,-29.06,100,95,1.22,RU,1681064435
487,magdagachi,53.45,125.8,-10.0,95,31,1.27,RU,1681064435
488,ereymentau,51.6199,73.1033,1.88,48,31,2.4,KZ,1681064435
489,newton,42.337,-71.2092,13.14,24,0,6.17,US,1681064435
490,talara,-4.5772,-81.2719,30.42,66,40,2.06,PE,1681064436
491,roald,62.5833,6.1333,9.51,57,0,2.57,NO,1681064436
492,chernyshevskiy,63.0128,112.4714,-28.68,100,96,0.96,RU,1681064436
493,ilulissat,69.2167,-51.1,-2.99,80,100,3.09,GL,1681064436
494,broken hill,-31.95,141.4333,10.84,70,0,3.26,AU,1681064437
495,mabaruma,8.2,-59.7833,30.43,53,55,3.32,GY,1681064437
496,vangaindrano,-23.35,47.6,23.39,88,31,0.91,MG,1681064437
497,prince rupert,54.3161,-130.3201,5.83,86,100,16.46,CA,1681064142
498,dabakala,8.3667,-4.4333,32.96,42,100,2.39,CI,1681064438
499,sorkjosen,69.8,20.9333,1.0,86,0,1.03,NO,1681064438
500,ankara,39.9199,32.8543,12.89,60,75,1.54,TR,1681064438
501,santa maria,-29.6842,-53.8069,28.54,45,31,1.77,BR,1681063896
502,bilibino,68.0546,166.4372,-27.87,91,21,2.48,RU,1681064438
503,mecca,21.4267,39.8261,29.54,45,53,2.48,SA,1681064423
504,kroya,-7.6331,109.2461,25.06,87,93,1.5,ID,1681064439
505,luba,3.4568,8.5547,25.94,85,100,2.98,GQ,1681064439
506,balkhash,46.844,74.9804,5.23,43,4,5.39,KZ,1681064439
507,huarmey,-10.0681,-78.1522,27.64,71,87,5.63,PE,1681064439
508,bonnyville,54.2668,-110.735,8.62,86,82,2.14,CA,1681064266
509,ambilobe,-13.2,49.05,23.64,94,92,1.75,MG,1681064440
510,honiara,-9.4333,159.95,25.04,87,39,2.08,SB,1681064440
511,alvin,29.4238,-95.2441,23.94,73,100,1.54,US,1681064398
512,verkhoyansk,67.5447,133.385,-28.1,81,1,3.08,RU,1681064441
513,egvekinot,66.3167,-179.1667,-23.53,88,84,2.41,RU,1681064441
514,peleduy,59.6289,112.7406,-9.17,98,100,1.49,RU,1681064441
515,kungurtug,50.5994,97.5228,-9.84,75,69,6.73,RU,1681064441
516,walvis bay,-22.9575,14.5053,16.26,68,0,9.9,NA,1681064442
517,katherine,-14.4667,132.2667,24.18,88,40,2.57,AU,1681064442
518,nizhnyaya tavda,57.6731,66.1725,4.59,69,26,3.35,RU,1681064443
519,opuwo,-18.0607,13.84,25.31,38,91,3.2,NA,1681064443
520,tommot,58.9564,126.2925,-23.08,97,54,1.37,RU,1681064443
521,vao,-22.6667,167.4833,25.16,77,4,3.88,NC,1681064443
522,champerico,14.3,-91.9167,34.3,58,4,5.38,GT,1681064443
523,kuryk,43.2,51.65,12.2,73,93,3.3,KZ,1681064444
524,yar,58.249,52.1026,0.89,82,15,2.16,RU,1681064444
525,damavand,35.7178,52.065,12.37,44,76,0.48,IR,1681064444
526,oranjemund,-28.55,16.4333,14.11,82,0,5.54,NA,1681064046
527,hirara,24.8,125.2833,16.15,77,75,1.54,JP,1681064445
528,oyama,36.3,139.8,10.88,43,3,1.24,JP,1681064445
529,kwekwe,-18.9281,29.8149,21.86,44,78,1.37,ZW,1681064445
530,ratnagiri,16.9833,73.3,27.02,83,5,2.66,IN,1681064445
531,andros town,24.7,-77.7667,27.98,61,20,3.56,BS,1681064445
532,tereze,43.9361,42.4434,5.09,90,100,1.52,RU,1681064446
533,tahta,26.7693,31.5021,32.51,11,85,0.54,EG,1681064446
534,byron bay,-28.65,153.6167,15.31,60,0,3.84,AU,1681064446
535,bermejo,-32.8833,-68.8,29.95,37,0,3.6,AR,1681064446
536,dzaoudzi,-12.7887,45.2699,26.94,89,75,3.09,YT,1681064447
537,haicheng,40.8516,122.7475,9.43,68,51,6.73,CN,1681064447
538,thai binh,20.45,106.3333,20.53,93,99,2.18,VN,1681064296
539,la rochelle,46.1667,-1.15,15.49,67,0,2.57,FR,1681064447
540,seryshevo,51.0933,128.3786,0.9,66,41,3.59,RU,1681064448
541,alexandria,31.2156,29.9553,20.28,74,99,5.71,EG,1681064448
542,quatre cocos,-20.2078,57.7625,25.61,82,100,3.69,MU,1681064448
543,plettenberg bay,-34.0527,23.3716,14.02,81,65,2.75,ZA,1681064448
544,galeana,24.8333,-100.0667,17.4,69,63,1.67,MX,1681063861
545,ormara,25.2088,64.6357,25.35,70,99,3.57,PK,1681064449
546,te anau,-45.4167,167.7167,9.89,80,99,0.42,NZ,1681064449
547,gambela,8.25,34.5833,26.97,59,94,2.3,ET,1681064449
548,sola,-13.8833,167.55,28.29,76,68,5.46,VU,1681064450
549,astara,38.5,48.6667,11.99,73,59,0.36,AZ,1681064450
550,nevelsk,46.6733,141.8633,0.81,89,16,3.18,RU,1681064450
551,leeston,-43.7667,172.3,15.5,93,100,5.27,NZ,1681064451
552,denpasar,-8.65,115.2167,26.81,100,75,4.63,ID,1681064378
553,ghanzi,-21.5667,21.7833,24.08,45,80,1.81,BW,1681064451
554,kerema,-7.9631,145.7785,24.64,88,100,3.44,PG,1681064451
555,methoni,36.8197,21.7049,13.45,81,14,3.44,GR,1681064451
556,amahai,-3.3333,128.9167,25.55,84,81,1.91,ID,1681064452
557,husavik,66.0449,-17.3389,6.18,77,85,10.24,IS,1681064452
558,horki,54.2861,30.9842,9.83,71,44,1.72,BY,1681064452
559,marienburg,54.0359,19.0266,7.71,91,72,3.19,PL,1681064453
560,shenjiamen,29.9576,122.298,12.77,80,63,8.29,CN,1681064453
561,glomfjord,66.8167,13.9667,0.59,68,29,3.56,NO,1681064453
562,mitsamiouli,-11.3847,43.2844,27.92,78,35,4.54,KM,1681064453
563,san quintin,30.4833,-115.95,17.11,73,52,5.26,MX,1681064453
564,caxito,-8.5785,13.6643,25.96,89,96,2.62,AO,1681064454
565,lucea,18.451,-78.1736,28.81,66,3,3.09,JM,1681064454
566,big rapids,43.6981,-85.4837,17.4,29,0,5.14,US,1681064454
567,tambopata,-12.7333,-69.1833,30.94,58,40,2.57,PE,1681064454
568,kuito,-12.3833,16.9333,16.23,87,82,0.43,AO,1681064454
569,pedernales,18.0384,-71.744,28.22,61,2,3.36,DO,1681064455
570,piacabucu,-10.4056,-36.4344,28.55,65,100,3.99,BR,1681064455
571,celestun,20.8667,-90.4,28.67,56,1,4.17,MX,1681064455
572,albanel,48.8832,-72.4487,7.08,42,95,6.69,CA,1681064455
573,ketchikan,55.3422,-131.6461,6.99,81,100,5.66,US,1681064455
